FD_call,FD_response,Parameter,Value,Probability
311,311,RESPONSE_TIME_MIN,2.57,0.001182033096926714
311,311,RESPONSE_TIME_MIN,2.58,0.0010638297872340426
311,311,RESPONSE_TIME_MIN,2.6,0.0008274231678486998
311,311,RESPONSE_TIME_MIN,2.62,0.0016548463356973995
311,311,RESPONSE_TIME_MIN,2.63,0.0013002364066193853
311,311,RESPONSE_TIME_MIN,2.65,0.0014184397163120568
311,311,RESPONSE_TIME_MIN,2.67,0.001182033096926714
311,311,RESPONSE_TIME_MIN,2.68,0.0013002364066193853
311,311,RESPONSE_TIME_MIN,2.7,0.0017730496453900709
311,311,RESPONSE_TIME_MIN,2.72,0.001182033096926714
311,311,RESPONSE_TIME_MIN,2.73,0.0014184397163120568
311,311,RESPONSE_TIME_MIN,2.75,0.0024822695035460994
311,311,RESPONSE_TIME_MIN,2.77,0.0017730496453900709
311,311,RESPONSE_TIME_MIN,2.78,0.002364066193853428
311,311,RESPONSE_TIME_MIN,2.8,0.0024822695035460994
311,311,RESPONSE_TIME_MIN,2.82,0.0016548463356973995
311,311,RESPONSE_TIME_MIN,2.83,0.0020094562647754136
311,311,RESPONSE_TIME_MIN,2.85,0.0022458628841607567
311,311,RESPONSE_TIME_MIN,2.87,0.0014184397163120568
311,311,RESPONSE_TIME_MIN,2.88,0.0020094562647754136
311,311,RESPONSE_TIME_MIN,2.9,0.0022458628841607567
311,311,RESPONSE_TIME_MIN,2.92,0.002364066193853428
311,311,RESPONSE_TIME_MIN,2.93,0.0020094562647754136
311,311,RESPONSE_TIME_MIN,2.95,0.002364066193853428
311,311,RESPONSE_TIME_MIN,2.97,0.0016548463356973995
311,311,RESPONSE_TIME_MIN,2.98,0.0026004728132387705
311,311,RESPONSE_TIME_MIN,3.0,0.0020094562647754136
311,311,RESPONSE_TIME_MIN,3.02,0.0030732860520094564
311,311,RESPONSE_TIME_MIN,3.03,0.002955082742316785
311,311,RESPONSE_TIME_MIN,3.05,0.002127659574468085
311,311,RESPONSE_TIME_MIN,3.07,0.002718676122931442
311,311,RESPONSE_TIME_MIN,3.08,0.0028368794326241137
311,311,RESPONSE_TIME_MIN,3.1,0.002718676122931442
311,311,RESPONSE_TIME_MIN,3.12,0.001182033096926714
311,311,RESPONSE_TIME_MIN,3.13,0.003900709219858156
311,311,RESPONSE_TIME_MIN,3.15,0.0035460992907801418
311,311,RESPONSE_TIME_MIN,3.17,0.0030732860520094564
311,311,RESPONSE_TIME_MIN,3.18,0.003900709219858156
311,311,RESPONSE_TIME_MIN,3.2,0.0037825059101654845
311,311,RESPONSE_TIME_MIN,3.22,0.0028368794326241137
311,311,RESPONSE_TIME_MIN,3.23,0.0035460992907801418
311,311,RESPONSE_TIME_MIN,3.25,0.003900709219858156
311,311,RESPONSE_TIME_MIN,3.27,0.0036643026004728133
311,311,RESPONSE_TIME_MIN,3.28,0.002955082742316785
311,311,RESPONSE_TIME_MIN,3.3,0.003900709219858156
311,311,RESPONSE_TIME_MIN,3.32,0.003900709219858156
311,311,RESPONSE_TIME_MIN,3.33,0.004728132387706856
311,311,RESPONSE_TIME_MIN,3.35,0.004373522458628842
311,311,RESPONSE_TIME_MIN,3.37,0.004137115839243499
311,311,RESPONSE_TIME_MIN,3.38,0.0034278959810874706
311,311,RESPONSE_TIME_MIN,3.4,0.003309692671394799
311,311,RESPONSE_TIME_MIN,3.42,0.0034278959810874706
311,311,RESPONSE_TIME_MIN,3.43,0.0035460992907801418
311,311,RESPONSE_TIME_MIN,3.45,0.0035460992907801418
311,311,RESPONSE_TIME_MIN,3.47,0.002127659574468085
311,311,RESPONSE_TIME_MIN,3.48,0.004728132387706856
311,311,RESPONSE_TIME_MIN,3.5,0.0035460992907801418
311,311,RESPONSE_TIME_MIN,3.52,0.004846335697399527
311,311,RESPONSE_TIME_MIN,3.53,0.0034278959810874706
311,311,RESPONSE_TIME_MIN,3.55,0.003309692671394799
311,311,RESPONSE_TIME_MIN,3.57,0.003309692671394799
311,311,RESPONSE_TIME_MIN,3.58,0.004728132387706856
311,311,RESPONSE_TIME_MIN,3.6,0.004728132387706856
311,311,RESPONSE_TIME_MIN,3.62,0.004018912529550827
311,311,RESPONSE_TIME_MIN,3.63,0.005555555555555556
311,311,RESPONSE_TIME_MIN,3.65,0.00425531914893617
311,311,RESPONSE_TIME_MIN,3.67,0.004728132387706856
311,311,RESPONSE_TIME_MIN,3.68,0.004373522458628842
311,311,RESPONSE_TIME_MIN,3.7,0.005555555555555556
311,311,RESPONSE_TIME_MIN,3.72,0.0036643026004728133
311,311,RESPONSE_TIME_MIN,3.73,0.004373522458628842
311,311,RESPONSE_TIME_MIN,3.75,0.005437352245862884
311,311,RESPONSE_TIME_MIN,3.77,0.004137115839243499
311,311,RESPONSE_TIME_MIN,3.78,0.004728132387706856
311,311,RESPONSE_TIME_MIN,3.8,0.004728132387706856
311,311,RESPONSE_TIME_MIN,3.82,0.0034278959810874706
311,311,RESPONSE_TIME_MIN,3.83,0.004373522458628842
311,311,RESPONSE_TIME_MIN,3.85,0.0037825059101654845
311,311,RESPONSE_TIME_MIN,3.87,0.0037825059101654845
311,311,RESPONSE_TIME_MIN,3.88,0.004609929078014184
311,311,RESPONSE_TIME_MIN,3.9,0.0028368794326241137
311,311,RESPONSE_TIME_MIN,3.92,0.004728132387706856
311,311,RESPONSE_TIME_MIN,3.93,0.00591016548463357
311,311,RESPONSE_TIME_MIN,3.95,0.006855791962174941
311,311,RESPONSE_TIME_MIN,3.97,0.0037825059101654845
311,311,RESPONSE_TIME_MIN,3.98,0.004373522458628842
311,311,RESPONSE_TIME_MIN,4.0,0.0035460992907801418
311,311,RESPONSE_TIME_MIN,4.02,0.004609929078014184
311,311,RESPONSE_TIME_MIN,4.03,0.004137115839243499
311,311,RESPONSE_TIME_MIN,4.05,0.005319148936170213
311,311,RESPONSE_TIME_MIN,4.07,0.004491725768321513
311,311,RESPONSE_TIME_MIN,4.08,0.005555555555555556
311,311,RESPONSE_TIME_MIN,4.1,0.005319148936170213
311,311,RESPONSE_TIME_MIN,4.12,0.00425531914893617
311,311,RESPONSE_TIME_MIN,4.13,0.005555555555555556
311,311,RESPONSE_TIME_MIN,4.15,0.004018912529550827
311,311,RESPONSE_TIME_MIN,4.17,0.0037825059101654845
311,311,RESPONSE_TIME_MIN,4.18,0.00591016548463357
311,311,RESPONSE_TIME_MIN,4.2,0.0036643026004728133
311,311,RESPONSE_TIME_MIN,4.22,0.006028368794326241
311,311,RESPONSE_TIME_MIN,4.23,0.005791962174940898
311,311,RESPONSE_TIME_MIN,4.25,0.006028368794326241
311,311,RESPONSE_TIME_MIN,4.27,0.006619385342789598
311,311,RESPONSE_TIME_MIN,4.28,0.005437352245862884
311,311,RESPONSE_TIME_MIN,4.3,0.0065011820330969266
311,311,RESPONSE_TIME_MIN,4.32,0.006028368794326241
311,311,RESPONSE_TIME_MIN,4.33,0.004846335697399527
311,311,RESPONSE_TIME_MIN,4.35,0.005319148936170213
311,311,RESPONSE_TIME_MIN,4.37,0.005555555555555556
311,311,RESPONSE_TIME_MIN,4.38,0.005791962174940898
311,311,RESPONSE_TIME_MIN,4.4,0.005555555555555556
311,311,RESPONSE_TIME_MIN,4.42,0.00591016548463357
311,311,RESPONSE_TIME_MIN,4.43,0.006146572104018913
311,311,RESPONSE_TIME_MIN,4.45,0.005673758865248227
311,311,RESPONSE_TIME_MIN,4.47,0.006028368794326241
311,311,RESPONSE_TIME_MIN,4.48,0.00508274231678487
311,311,RESPONSE_TIME_MIN,4.5,0.004964539007092199
311,311,RESPONSE_TIME_MIN,4.52,0.004373522458628842
311,311,RESPONSE_TIME_MIN,4.53,0.0065011820330969266
311,311,RESPONSE_TIME_MIN,4.55,0.006028368794326241
311,311,RESPONSE_TIME_MIN,4.57,0.004964539007092199
311,311,RESPONSE_TIME_MIN,4.58,0.00508274231678487
311,311,RESPONSE_TIME_MIN,4.6,0.004373522458628842
311,311,RESPONSE_TIME_MIN,4.62,0.004846335697399527
311,311,RESPONSE_TIME_MIN,4.63,0.004964539007092199
311,311,RESPONSE_TIME_MIN,4.65,0.005673758865248227
311,311,RESPONSE_TIME_MIN,4.67,0.00591016548463357
311,311,RESPONSE_TIME_MIN,4.68,0.004846335697399527
311,311,RESPONSE_TIME_MIN,4.7,0.005555555555555556
311,311,RESPONSE_TIME_MIN,4.72,0.005319148936170213
311,311,RESPONSE_TIME_MIN,4.73,0.005673758865248227
311,311,RESPONSE_TIME_MIN,4.75,0.005319148936170213
311,311,RESPONSE_TIME_MIN,4.77,0.004728132387706856
311,311,RESPONSE_TIME_MIN,4.78,0.002718676122931442
311,311,RESPONSE_TIME_MIN,4.8,0.006855791962174941
311,311,RESPONSE_TIME_MIN,4.82,0.0034278959810874706
311,311,RESPONSE_TIME_MIN,4.83,0.005673758865248227
311,311,RESPONSE_TIME_MIN,4.85,0.004846335697399527
311,311,RESPONSE_TIME_MIN,4.87,0.00508274231678487
311,311,RESPONSE_TIME_MIN,4.88,0.0065011820330969266
311,311,RESPONSE_TIME_MIN,4.9,0.004846335697399527
311,311,RESPONSE_TIME_MIN,4.92,0.00508274231678487
311,311,RESPONSE_TIME_MIN,4.93,0.006264775413711584
311,311,RESPONSE_TIME_MIN,4.95,0.005319148936170213
311,311,RESPONSE_TIME_MIN,4.97,0.005319148936170213
311,311,RESPONSE_TIME_MIN,4.98,0.006855791962174941
311,311,RESPONSE_TIME_MIN,5.0,0.002955082742316785
311,311,RESPONSE_TIME_MIN,5.02,0.003309692671394799
311,311,RESPONSE_TIME_MIN,5.03,0.004728132387706856
311,311,RESPONSE_TIME_MIN,5.05,0.004846335697399527
311,311,RESPONSE_TIME_MIN,5.07,0.00591016548463357
311,311,RESPONSE_TIME_MIN,5.08,0.004137115839243499
311,311,RESPONSE_TIME_MIN,5.1,0.003900709219858156
311,311,RESPONSE_TIME_MIN,5.12,0.005319148936170213
311,311,RESPONSE_TIME_MIN,5.13,0.002955082742316785
311,311,RESPONSE_TIME_MIN,5.15,0.006028368794326241
311,311,RESPONSE_TIME_MIN,5.17,0.005437352245862884
311,311,RESPONSE_TIME_MIN,5.18,0.00508274231678487
311,311,RESPONSE_TIME_MIN,5.2,0.005437352245862884
311,311,RESPONSE_TIME_MIN,5.22,0.005319148936170213
311,311,RESPONSE_TIME_MIN,5.23,0.0022458628841607567
311,311,RESPONSE_TIME_MIN,5.25,0.004373522458628842
311,311,RESPONSE_TIME_MIN,5.27,0.004018912529550827
311,311,RESPONSE_TIME_MIN,5.28,0.003900709219858156
311,311,RESPONSE_TIME_MIN,5.3,0.00425531914893617
311,311,RESPONSE_TIME_MIN,5.32,0.0035460992907801418
311,311,RESPONSE_TIME_MIN,5.33,0.004137115839243499
311,311,RESPONSE_TIME_MIN,5.35,0.0035460992907801418
311,311,RESPONSE_TIME_MIN,5.37,0.004373522458628842
311,311,RESPONSE_TIME_MIN,5.38,0.0035460992907801418
311,311,RESPONSE_TIME_MIN,5.4,0.0037825059101654845
311,311,RESPONSE_TIME_MIN,5.42,0.003900709219858156
311,311,RESPONSE_TIME_MIN,5.43,0.0030732860520094564
311,311,RESPONSE_TIME_MIN,5.45,0.0036643026004728133
311,311,RESPONSE_TIME_MIN,5.47,0.004018912529550827
311,311,RESPONSE_TIME_MIN,5.48,0.0035460992907801418
311,311,RESPONSE_TIME_MIN,5.5,0.003900709219858156
311,311,RESPONSE_TIME_MIN,5.52,0.004728132387706856
311,311,RESPONSE_TIME_MIN,5.53,0.004137115839243499
311,311,RESPONSE_TIME_MIN,5.55,0.0030732860520094564
311,311,RESPONSE_TIME_MIN,5.57,0.004609929078014184
311,311,RESPONSE_TIME_MIN,5.58,0.0034278959810874706
311,311,RESPONSE_TIME_MIN,5.6,0.0035460992907801418
311,311,RESPONSE_TIME_MIN,5.62,0.0031914893617021275
311,311,RESPONSE_TIME_MIN,5.63,0.004609929078014184
311,311,RESPONSE_TIME_MIN,5.65,0.0036643026004728133
311,311,RESPONSE_TIME_MIN,5.67,0.0034278959810874706
311,311,RESPONSE_TIME_MIN,5.68,0.002364066193853428
311,311,RESPONSE_TIME_MIN,5.7,0.0022458628841607567
311,311,RESPONSE_TIME_MIN,5.72,0.00425531914893617
311,311,RESPONSE_TIME_MIN,5.73,0.002955082742316785
311,311,RESPONSE_TIME_MIN,5.75,0.0024822695035460994
311,311,RESPONSE_TIME_MIN,5.77,0.002955082742316785
311,311,RESPONSE_TIME_MIN,5.78,0.004018912529550827
311,311,RESPONSE_TIME_MIN,5.8,0.0034278959810874706
311,311,RESPONSE_TIME_MIN,5.82,0.003309692671394799
311,311,RESPONSE_TIME_MIN,5.83,0.0018912529550827422
311,311,RESPONSE_TIME_MIN,5.85,0.0017730496453900709
311,311,RESPONSE_TIME_MIN,5.87,0.002127659574468085
311,311,RESPONSE_TIME_MIN,5.88,0.0022458628841607567
311,311,RESPONSE_TIME_MIN,5.9,0.002718676122931442
311,311,RESPONSE_TIME_MIN,5.92,0.002955082742316785
311,311,RESPONSE_TIME_MIN,5.93,0.0026004728132387705
311,311,RESPONSE_TIME_MIN,5.95,0.002127659574468085
311,311,RESPONSE_TIME_MIN,5.97,0.002364066193853428
311,311,RESPONSE_TIME_MIN,5.98,0.002364066193853428
311,311,RESPONSE_TIME_MIN,6.0,0.002955082742316785
311,311,RESPONSE_TIME_MIN,6.02,0.002127659574468085
311,311,RESPONSE_TIME_MIN,6.03,0.0013002364066193853
311,311,RESPONSE_TIME_MIN,6.05,0.002364066193853428
311,311,RESPONSE_TIME_MIN,6.07,0.0026004728132387705
311,311,RESPONSE_TIME_MIN,6.08,0.0028368794326241137
311,311,RESPONSE_TIME_MIN,6.1,0.002718676122931442
311,311,RESPONSE_TIME_MIN,6.12,0.0024822695035460994
311,311,RESPONSE_TIME_MIN,6.13,0.0017730496453900709
311,311,RESPONSE_TIME_MIN,6.15,0.002127659574468085
311,311,RESPONSE_TIME_MIN,6.17,0.002955082742316785
311,311,RESPONSE_TIME_MIN,6.18,0.002718676122931442
311,311,RESPONSE_TIME_MIN,6.2,0.0014184397163120568
311,311,RESPONSE_TIME_MIN,6.22,0.0017730496453900709
311,311,RESPONSE_TIME_MIN,6.23,0.0024822695035460994
311,311,RESPONSE_TIME_MIN,6.25,0.0022458628841607567
311,311,RESPONSE_TIME_MIN,6.27,0.0016548463356973995
311,311,RESPONSE_TIME_MIN,6.28,0.0022458628841607567
311,311,RESPONSE_TIME_MIN,6.3,0.0014184397163120568
311,311,RESPONSE_TIME_MIN,6.32,0.0007092198581560284
311,311,RESPONSE_TIME_MIN,6.33,0.0009456264775413711
311,311,RESPONSE_TIME_MIN,6.35,0.0017730496453900709
311,311,RESPONSE_TIME_MIN,6.37,0.0022458628841607567
311,311,RESPONSE_TIME_MIN,6.38,0.002718676122931442
311,311,RESPONSE_TIME_MIN,6.4,0.0014184397163120568
311,311,RESPONSE_TIME_MIN,6.42,0.0017730496453900709
311,311,RESPONSE_TIME_MIN,6.43,0.0014184397163120568
311,311,RESPONSE_TIME_MIN,6.45,0.002127659574468085
311,311,RESPONSE_TIME_MIN,6.47,0.0014184397163120568
311,311,RESPONSE_TIME_MIN,6.48,0.0018912529550827422
311,311,RESPONSE_TIME_MIN,6.5,0.000591016548463357
311,311,RESPONSE_TIME_MIN,6.52,0.0013002364066193853
311,311,RESPONSE_TIME_MIN,6.53,0.0009456264775413711
311,311,RESPONSE_TIME_MIN,6.55,0.0014184397163120568
311,311,RESPONSE_TIME_MIN,6.57,0.0014184397163120568
311,311,RESPONSE_TIME_MIN,6.58,0.0014184397163120568
311,311,RESPONSE_TIME_MIN,6.6,0.0007092198581560284
311,311,RESPONSE_TIME_MIN,6.62,0.0016548463356973995
311,311,RESPONSE_TIME_MIN,6.63,0.0015366430260047282
311,311,RESPONSE_TIME_MIN,6.65,0.001182033096926714
311,311,RESPONSE_TIME_MIN,6.67,0.002127659574468085
311,311,RESPONSE_TIME_MIN,6.68,0.0010638297872340426
311,311,RESPONSE_TIME_MIN,6.7,0.0010638297872340426
311,311,RESPONSE_TIME_MIN,6.72,0.0010638297872340426
311,311,RESPONSE_TIME_MIN,6.73,0.0013002364066193853
311,311,RESPONSE_TIME_MIN,6.75,0.001182033096926714
311,311,RESPONSE_TIME_MIN,6.77,0.0008274231678486998
311,311,RESPONSE_TIME_MIN,6.78,0.0013002364066193853
311,311,RESPONSE_TIME_MIN,6.8,0.001182033096926714
311,311,RESPONSE_TIME_MIN,6.82,0.0014184397163120568
311,311,RESPONSE_TIME_MIN,6.83,0.0008274231678486998
311,311,RESPONSE_TIME_MIN,6.85,0.0009456264775413711
311,311,RESPONSE_TIME_MIN,6.87,0.0009456264775413711
311,311,RESPONSE_TIME_MIN,6.88,0.0014184397163120568
311,311,RESPONSE_TIME_MIN,6.9,0.0009456264775413711
311,311,RESPONSE_TIME_MIN,6.92,0.0010638297872340426
311,311,RESPONSE_TIME_MIN,6.93,0.0010638297872340426
311,311,RESPONSE_TIME_MIN,6.95,0.0009456264775413711
311,311,RESPONSE_TIME_MIN,6.97,0.0010638297872340426
311,311,RESPONSE_TIME_MIN,6.98,0.001182033096926714
311,311,RESPONSE_TIME_MIN,7.0,0.0007092198581560284
311,311,RESPONSE_TIME_MIN,7.02,0.0013002364066193853
311,311,RESPONSE_TIME_MIN,7.03,0.000591016548463357
311,311,RESPONSE_TIME_MIN,7.05,0.0010638297872340426
311,311,RESPONSE_TIME_MIN,7.07,0.00047281323877068556
311,311,RESPONSE_TIME_MIN,7.08,0.0003546099290780142
311,311,RESPONSE_TIME_MIN,7.1,0.0007092198581560284
311,311,RESPONSE_TIME_MIN,7.12,0.000591016548463357
311,311,RESPONSE_TIME_MIN,7.13,0.000591016548463357
311,311,RESPONSE_TIME_MIN,7.15,0.0009456264775413711
311,311,RESPONSE_TIME_MIN,7.17,0.0008274231678486998
311,311,RESPONSE_TIME_MIN,7.18,0.000591016548463357
311,311,RESPONSE_TIME_MIN,7.2,0.0017730496453900709
311,311,RESPONSE_TIME_MIN,7.22,0.0007092198581560284
311,311,RESPONSE_TIME_MIN,7.23,0.0008274231678486998
311,311,RESPONSE_TIME_MIN,7.25,0.0003546099290780142
311,311,RESPONSE_TIME_MIN,7.27,0.0008274231678486998
311,311,RESPONSE_TIME_MIN,7.28,0.0008274231678486998
311,311,RESPONSE_TIME_MIN,7.3,0.0015366430260047282
311,311,RESPONSE_TIME_MIN,7.32,0.00023640661938534278
311,311,RESPONSE_TIME_MIN,7.33,0.0008274231678486998
311,311,RESPONSE_TIME_MIN,7.35,0.0009456264775413711
311,311,RESPONSE_TIME_MIN,7.37,0.000591016548463357
311,311,RESPONSE_TIME_MIN,7.38,0.000591016548463357
311,311,RESPONSE_TIME_MIN,7.4,0.00047281323877068556
311,311,RESPONSE_TIME_MIN,7.42,0.0003546099290780142
311,311,RESPONSE_TIME_MIN,7.43,0.00023640661938534278
311,311,RESPONSE_TIME_MIN,7.45,0.00023640661938534278
311,311,RESPONSE_TIME_MIN,7.47,0.00047281323877068556
311,311,RESPONSE_TIME_MIN,7.48,0.000591016548463357
311,311,RESPONSE_TIME_MIN,7.5,0.001182033096926714
311,311,RESPONSE_TIME_MIN,7.52,0.000591016548463357
311,311,RESPONSE_TIME_MIN,7.53,0.0009456264775413711
311,311,RESPONSE_TIME_MIN,7.55,0.00023640661938534278
311,311,RESPONSE_TIME_MIN,7.57,0.0008274231678486998
311,311,RESPONSE_TIME_MIN,7.58,0.00047281323877068556
311,311,RESPONSE_TIME_MIN,7.6,0.00047281323877068556
311,311,RESPONSE_TIME_MIN,7.62,0.000591016548463357
311,311,RESPONSE_TIME_MIN,7.63,0.00011820330969267139
311,311,RESPONSE_TIME_MIN,7.65,0.00023640661938534278
311,311,RESPONSE_TIME_MIN,7.67,0.00047281323877068556
311,311,RESPONSE_TIME_MIN,7.68,0.00047281323877068556
311,311,RESPONSE_TIME_MIN,7.7,0.00023640661938534278
311,311,RESPONSE_TIME_MIN,7.72,0.00023640661938534278
311,311,RESPONSE_TIME_MIN,7.73,0.00011820330969267139
311,311,RESPONSE_TIME_MIN,7.75,0.0010638297872340426
311,311,RESPONSE_TIME_MIN,7.77,0.00011820330969267139
311,311,RESPONSE_TIME_MIN,7.78,0.0003546099290780142
311,311,RESPONSE_TIME_MIN,7.8,0.00023640661938534278
311,311,RESPONSE_TIME_MIN,7.82,0.00047281323877068556
311,311,RESPONSE_TIME_MIN,7.83,0.00011820330969267139
311,311,RESPONSE_TIME_MIN,7.85,0.0003546099290780142
311,311,RESPONSE_TIME_MIN,7.87,0.00047281323877068556
311,311,RESPONSE_TIME_MIN,7.88,0.00023640661938534278
311,311,RESPONSE_TIME_MIN,7.9,0.00047281323877068556
311,311,RESPONSE_TIME_MIN,7.92,0.00011820330969267139
311,311,RESPONSE_TIME_MIN,7.93,0.00047281323877068556
311,311,RESPONSE_TIME_MIN,7.97,0.00047281323877068556
311,311,RESPONSE_TIME_MIN,7.98,0.00047281323877068556
311,311,RESPONSE_TIME_MIN,8.0,0.00023640661938534278
311,311,RESPONSE_TIME_MIN,8.02,0.0003546099290780142
311,311,RESPONSE_TIME_MIN,8.03,0.0003546099290780142
311,311,RESPONSE_TIME_MIN,8.05,0.0007092198581560284
